Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident,Time_Numeric,Time_Risk,Weather_Risk,Weather_Road_Risk,Age_Group,Experience_Age_Ratio,Driver_Risk_Score,Traffic_Risk,Speed_Risk,Road_Type_Risk,Weather_Time_Interaction,Traffic_Road_Interaction
Clear,Highway,Night,1.0,80.0,3.0,1.0,Low,Dry,Car,32.0,24.0,Artificial Light,0.0,3,4,1,1,Adult,0.75,1,3.0,2,3,4,3.0
Clear,City Road,Morning,0.0,80.0,2.0,0.0,Low,Dry,Car,19.0,14.0,Artificial Light,0.0,0,1,1,1,Young,0.7368421052631579,3,0.0,2,2,1,0.0
Clear,Highway,Morning,1.0,100.0,5.0,0.0,Low,Under Construction,Motorcycle,19.0,13.0,Daylight,0.0,0,1,1,1,Young,0.6842105263157895,3,5.0,2,3,1,3.0
Rainy,City Road,Afternoon,1.0,60.0,3.0,0.0,Low,Wet,Car,21.0,17.0,Artificial Light,1.0,1,2,2,2,Young,0.8095238095238095,3,3.0,1,2,4,2.0
Snowy,City Road,Afternoon,1.0,50.0,2.0,0.0,Low,Dry,Car,34.0,27.0,Artificial Light,0.0,1,2,5,1,Adult,0.7941176470588235,1,2.0,1,2,10,2.0
Clear,Highway,Evening,2.0,80.0,3.0,0.0,Moderate,Dry,Truck,48.0,40.0,Daylight,0.0,2,3,1,1,Middle_Age,0.8333333333333334,1,6.0,2,3,3,6.0
Clear,Highway,Evening,1.0,30.0,5.0,0.0,Low,Dry,Car,59.0,59.0,Daylight,0.0,2,3,1,1,Senior,1.0,1,5.0,1,3,3,3.0
Rainy,Rural Road,Afternoon,2.0,100.0,2.0,0.0,Low,Icy,Car,43.2593984962406,59.0,Artificial Light,0.0,1,2,2,1,Middle_Age,1.363865473190232,1,4.0,2,2,4,4.0
Stormy,Highway,Evening,2.0,30.0,3.0,0.0,Low,Icy,Car,46.0,46.0,No Light,1.0,2,3,4,3,Middle_Age,1.0,1,6.0,1,3,12,6.0
Rainy,Rural Road,Afternoon,1.0,50.0,3.0,0.0,Low,Wet,Car,49.0,46.0,Artificial Light,0.0,1,2,2,2,Middle_Age,0.9387755102040817,1,3.0,1,2,4,2.0
Rainy,Highway,Morning,0.0,60.0,4.0,0.0,Low,Wet,Car,48.0,41.0,Artificial Light,0.0,0,1,2,2,Middle_Age,0.8541666666666666,1,0.0,1,3,2,0.0
Rainy,Highway,Evening,2.0,80.0,2.0,0.0,High,Dry,Car,52.0,46.0,Daylight,0.0,2,3,2,1,Senior,0.8846153846153846,1,4.0,2,3,6,6.0
Rainy,City Road,Evening,1.0,213.0,14.0,0.0,Low,Dry,Car,59.0,58.0,No Light,0.0,2,3,2,1,Senior,0.9830508474576272,1,14.0,3,2,6,2.0
Clear,City Road,Afternoon,1.0,100.0,1.0,0.0,Low,Under Construction,Truck,49.0,40.0,Artificial Light,0.0,1,2,1,1,Middle_Age,0.8163265306122449,1,1.0,2,2,2,2.0
Clear,Rural Road,Afternoon,2.0,60.0,3.0,0.0,Low,Icy,Bus,48.0,38.9812030075188,Daylight,1.0,1,2,1,1,Middle_Age,0.812108395989975,1,6.0,1,2,2,4.0
Rainy,Highway,Afternoon,1.0,30.0,3.0,0.0,Low,Dry,Motorcycle,40.0,32.0,Daylight,0.0,1,2,2,1,Middle_Age,0.8,1,3.0,1,3,4,3.0
Clear,City Road,Morning,1.0,50.0,1.0,0.0,Low,Under Construction,Motorcycle,59.0,50.0,Daylight,0.0,0,1,1,1,Senior,0.847457627118644,1,1.0,1,2,1,2.0
Foggy,City Road,Evening,0.0,50.0,3.0,0.0,Low,Under Construction,Motorcycle,61.0,61.0,Daylight,1.0,2,3,3,3,Senior,1.0,1,0.0,1,2,9,0.0
Clear,City Road,Morning,1.0,60.0,2.0,0.0,Moderate,Dry,Car,33.0,31.0,Artificial Light,0.0,0,1,1,1,Adult,0.9393939393939394,1,2.0,1,2,1,2.0
Rainy,City Road,Afternoon,1.0012531328320802,30.0,3.0,0.0,Low,Dry,Car,43.2593984962406,54.0,No Light,0.0,1,2,2,1,Middle_Age,1.248283653428348,1,3.0037593984962405,1,2,4,2.0025062656641603
Clear,Rural Road,Morning,1.0,50.0,5.0,0.0,High,Icy,Truck,50.0,41.0,No Light,1.0,0,1,1,1,Middle_Age,0.82,1,5.0,1,2,1,2.0
Clear,Highway,Afternoon,1.0,30.0,5.0,0.0,Moderate,Dry,Car,63.0,55.0,Artificial Light,1.0,1,2,1,1,Senior,0.873015873015873,1,5.0,1,3,2,3.0
Snowy,Highway,Morning,1.0012531328320802,100.0,3.0,0.0,Low,Under Construction,Car,64.0,57.0,Artificial Light,1.0,0,1,5,1,Senior,0.890625,1,3.0037593984962405,2,3,5,3.0037593984962405
Rainy,Rural Road,Night,0.0,30.0,3.0,1.0,Low,Dry,Car,51.0,42.0,No Light,0.0,3,4,2,1,Senior,0.8235294117647058,1,0.0,1,2,8,0.0
Clear,City Road,Morning,1.0,100.0,4.0,0.0,Low,Icy,Car,53.0,48.0,Artificial Light,0.0,0,1,1,1,Senior,0.9056603773584906,1,4.0,2,2,1,2.0
Clear,City Road,Afternoon,2.0,50.0,2.0,0.0,Moderate,Wet,Car,34.0,30.0,Daylight,1.0,1,2,1,1,Adult,0.8823529411764706,1,4.0,1,2,2,4.0
Clear,Rural Road,Afternoon,0.0,80.0,1.0,0.0,Low,Dry,Car,64.0,61.0,Daylight,0.0,1,2,1,1,Senior,0.953125,1,0.0,2,2,2,0.0
Clear,Highway,Evening,1.0,50.0,2.0,0.0,Low,Under Construction,Truck,61.0,52.0,Daylight,1.0,2,3,1,1,Senior,0.8524590163934426,1,2.0,1,3,3,3.0
Clear,Rural Road,Afternoon,2.0,120.0,5.0,0.0,Low,Wet,Car,19.0,17.0,Daylight,0.0,1,2,1,1,Young,0.8947368421052632,3,10.0,3,2,2,4.0
Foggy,Mountain Road,Morning,2.0,60.0,4.0,0.0,Moderate,Dry,Motorcycle,45.0,40.0,No Light,0.0,0,1,3,3,Middle_Age,0.8888888888888888,1,8.0,1,4,3,8.0
Clear,Highway,Morning,2.0,100.0,5.0,0.0,Low,Wet,Car,27.0,24.0,Artificial Light,0.0,0,1,1,1,Adult,0.8888888888888888,1,10.0,2,3,1,6.0
Rainy,Highway,Afternoon,2.0,30.0,1.0,0.0,Low,Icy,Car,39.0,30.0,Artificial Light,0.0,1,2,2,1,Middle_Age,0.7692307692307693,1,2.0,1,3,4,6.0
Clear,Mountain Road,Night,0.0,50.0,1.0,0.0,Low,Icy,Motorcycle,40.0,39.0,Artificial Light,0.0,3,4,1,1,Middle_Age,0.975,1,0.0,1,4,4,0.0
Rainy,Highway,Evening,2.0,60.0,2.0,0.0,Low,Dry,Car,18.0,18.0,Daylight,0.0,2,3,2,1,Young,1.0,3,4.0,1,3,6,6.0
Rainy,Highway,Night,2.0,50.0,5.0,0.0,Moderate,Under Construction,Car,67.0,62.0,Daylight,0.0,3,4,2,1,Elderly,0.9253731343283582,3,10.0,1,3,8,6.0
Clear,Rural Road,Evening,0.0,60.0,5.0,0.0,Low,Dry,Truck,52.0,46.0,Daylight,1.0,2,3,1,1,Senior,0.8846153846153846,1,0.0,1,2,3,0.0
Rainy,Rural Road,Evening,0.0,80.0,3.0,1.0,Moderate,Dry,Truck,47.0,40.0,Daylight,0.0,2,3,2,1,Middle_Age,0.851063829787234,1,0.0,2,2,6,0.0
Clear,Rural Road,Afternoon,0.0,30.0,4.0,0.0,Low,Dry,Car,54.0,53.0,Daylight,0.0,1,2,1,1,Senior,0.9814814814814815,1,0.0,1,2,2,0.0
Clear,Highway,Afternoon,1.0,30.0,3.0,0.0,Low,Dry,Motorcycle,47.0,46.0,Artificial Light,0.0,1,2,1,1,Middle_Age,0.9787234042553191,1,3.0,1,3,2,3.0
Foggy,City Road,Morning,2.0,60.0,4.0,0.0,Moderate,Dry,Car,36.0,32.0,Artificial Light,0.0,0,1,3,3,Middle_Age,0.8888888888888888,1,8.0,1,2,3,4.0
Clear,Highway,Morning,0.0,100.0,5.0,0.0,Low,Wet,Motorcycle,41.0,32.0,Artificial Light,1.0,0,1,1,1,Middle_Age,0.7804878048780488,1,0.0,2,3,1,0.0
Rainy,Highway,Evening,2.0,30.0,3.0,0.0,Low,Dry,Car,64.0,63.0,Daylight,0.0,2,3,2,1,Senior,0.984375,1,6.0,1,3,6,6.0
Rainy,Mountain Road,Morning,0.0,50.0,4.0,0.0,Moderate,Under Construction,Car,41.0,33.0,Daylight,0.0,0,1,2,1,Middle_Age,0.8048780487804879,1,0.0,1,4,2,0.0
Foggy,City Road,Evening,0.0,60.0,2.0,1.0,Low,Icy,Car,29.0,28.0,Daylight,0.0,2,3,3,3,Adult,0.9655172413793104,1,0.0,1,2,9,0.0
Snowy,City Road,Evening,2.0,100.0,5.0,0.0,Low,Icy,Truck,60.0,57.0,Artificial Light,0.0,2,3,5,1,Senior,0.95,1,10.0,2,2,15,4.0
Clear,City Road,Evening,2.0,60.0,2.0,0.0,Moderate,Dry,Car,51.0,44.0,Artificial Light,0.0,2,3,1,1,Senior,0.8627450980392157,1,4.0,1,2,3,4.0
Foggy,Rural Road,Night,1.0,120.0,2.0,0.0,Moderate,Icy,Bus,68.0,67.0,Artificial Light,0.0,3,4,3,3,Elderly,0.9852941176470589,3,2.0,3,2,12,2.0
Foggy,Highway,Morning,1.0,80.0,3.0,0.0,Low,Dry,Car,21.0,13.0,Daylight,0.0,0,1,3,3,Young,0.6190476190476191,3,3.0,2,3,3,3.0
Rainy,Highway,Morning,1.0,80.0,1.0,0.0,Low,Dry,Car,26.0,24.0,No Light,0.0,0,1,2,1,Adult,0.9230769230769231,1,1.0,2,3,2,3.0
Stormy,City Road,Afternoon,2.0,100.0,4.0,0.0,Low,Icy,Car,68.0,65.0,No Light,0.0,1,2,4,3,Elderly,0.9558823529411765,3,8.0,2,2,8,4.0
Rainy,Highway,Afternoon,1.0,120.0,1.0,0.0,Low,Dry,Car,27.0,26.0,Daylight,0.0,1,2,2,1,Adult,0.9629629629629629,1,1.0,3,3,4,3.0
Snowy,City Road,Evening,1.0,80.0,5.0,0.0,Low,Dry,Car,30.0,22.0,Daylight,0.0,2,3,5,1,Adult,0.7333333333333333,1,5.0,2,2,15,2.0
Rainy,Highway,Afternoon,0.0,80.0,4.0,0.0,Moderate,Wet,Car,66.0,61.0,Artificial Light,0.0,1,2,2,2,Elderly,0.9242424242424242,3,0.0,2,3,4,0.0
Clear,City Road,Afternoon,2.0,50.0,1.0,1.0,Low,Dry,Car,43.2593984962406,55.0,Daylight,1.0,1,2,1,1,Middle_Age,1.2714000173807247,1,2.0,1,2,2,4.0
Clear,Rural Road,Night,0.0,60.0,2.0,0.0,Low,Dry,Car,38.0,34.0,Artificial Light,1.0,3,4,1,1,Middle_Age,0.8947368421052632,1,0.0,1,2,4,0.0
Rainy,Highway,Afternoon,1.0,120.0,3.0,0.0,High,Wet,Bus,64.0,61.0,Artificial Light,0.0,1,2,2,2,Senior,0.953125,1,3.0,3,3,4,3.0
Rainy,Highway,Evening,0.0,60.0,3.0,0.0,Moderate,Dry,Car,26.0,25.0,Artificial Light,1.0,2,3,2,1,Adult,0.9615384615384616,1,0.0,1,3,6,0.0
Clear,Mountain Road,Evening,1.0,50.0,3.0,0.0,Low,Dry,Car,48.0,45.0,Artificial Light,0.0,2,3,1,1,Middle_Age,0.9375,1,3.0,1,4,3,4.0
Clear,Highway,Afternoon,2.0,60.0,2.0,0.0,Moderate,Dry,Car,37.0,30.0,Daylight,0.0,1,2,1,1,Middle_Age,0.8108108108108109,1,4.0,1,3,2,6.0
Foggy,Rural Road,Afternoon,1.0,80.0,1.0,0.0,Low,Dry,Car,52.0,52.0,Artificial Light,1.0,1,2,3,3,Senior,1.0,1,1.0,2,2,6,2.0
Clear,Highway,Morning,0.0,60.0,1.0,0.0,Low,Dry,Car,48.0,39.0,Daylight,1.0,0,1,1,1,Middle_Age,0.8125,1,0.0,1,3,1,0.0
Clear,Rural Road,Night,1.0,50.0,2.0,1.0,Low,Dry,Motorcycle,42.0,35.0,Artificial Light,1.0,3,4,1,1,Middle_Age,0.8333333333333334,1,2.0,1,2,4,2.0
Snowy,Rural Road,Evening,2.0,30.0,4.0,0.0,High,Dry,Truck,45.0,45.0,Daylight,0.0,2,3,5,1,Middle_Age,1.0,1,8.0,1,2,15,4.0
Rainy,Highway,Evening,0.0,80.0,4.0,0.0,Moderate,Dry,Car,28.0,20.0,Artificial Light,1.0,2,3,2,1,Adult,0.7142857142857143,1,0.0,2,3,6,0.0
Foggy,Mountain Road,Afternoon,1.0,60.0,4.0,0.0,Low,Under Construction,Car,46.0,42.0,Artificial Light,0.0,1,2,3,3,Middle_Age,0.9130434782608695,1,4.0,1,4,6,4.0
Rainy,Highway,Night,2.0,100.0,1.0,0.0,Low,Dry,Car,43.2593984962406,38.0,Daylight,0.0,3,4,2,1,Middle_Age,0.8784218301903189,1,2.0,2,3,8,6.0
Clear,Highway,Evening,0.0,50.0,4.0,0.0,Low,Icy,Car,37.0,31.0,Artificial Light,1.0,2,3,1,1,Middle_Age,0.8378378378378378,1,0.0,1,3,3,0.0
Foggy,City Road,Afternoon,0.0,50.0,2.0,0.0,Low,Icy,Car,58.0,49.0,Artificial Light,1.0,1,2,3,3,Senior,0.8448275862068966,1,0.0,1,2,6,0.0
Foggy,Highway,Morning,2.0,60.0,5.0,0.0,High,Wet,Car,51.0,47.0,Artificial Light,0.0,0,1,3,3,Senior,0.9215686274509803,1,10.0,1,3,3,6.0
Clear,Rural Road,Evening,1.0,100.0,1.0,1.0,High,Dry,Truck,54.0,46.0,Artificial Light,0.0,2,3,1,1,Senior,0.8518518518518519,1,1.0,2,2,3,2.0
Rainy,Highway,Morning,2.0,60.0,3.0,0.0,High,Dry,Car,48.0,48.0,Artificial Light,1.0,0,1,2,1,Middle_Age,1.0,1,6.0,1,3,2,6.0
Foggy,Highway,Afternoon,1.0,80.0,2.0,0.0,Low,Dry,Car,27.0,25.0,Daylight,0.0,1,2,3,3,Adult,0.9259259259259259,1,2.0,2,3,6,3.0
Clear,City Road,Morning,2.0,198.0,11.0,0.0,Low,Under Construction,Car,62.0,60.0,Artificial Light,0.0,0,1,1,1,Senior,0.967741935483871,1,22.0,3,2,1,4.0
Clear,City Road,Morning,0.0,60.0,2.0,0.0,Low,Under Construction,Car,64.0,58.0,No Light,0.0,0,1,1,1,Senior,0.90625,1,0.0,1,2,1,0.0
Clear,Rural Road,Afternoon,0.0,100.0,4.0,1.0,Low,Under Construction,Car,21.0,38.9812030075188,Artificial Light,0.0,1,2,1,1,Young,1.8562477622628,3,0.0,2,2,2,0.0
Clear,City Road,Morning,1.0,192.0,10.0,0.0,Low,Dry,Car,19.0,18.0,Artificial Light,1.0,0,1,1,1,Young,0.9473684210526315,3,10.0,3,2,1,2.0
Clear,Rural Road,Evening,2.0,80.0,2.0,0.0,Low,Dry,Car,35.0,31.0,Daylight,0.0,2,3,1,1,Adult,0.8857142857142857,1,4.0,2,2,3,4.0
Foggy,City Road,Evening,2.0,60.0,4.0,0.0,Low,Icy,Car,31.0,30.0,Daylight,1.0,2,3,3,3,Adult,0.967741935483871,1,8.0,1,2,9,4.0
Snowy,Rural Road,Afternoon,2.0,30.0,5.0,1.0,Moderate,Dry,Car,56.0,50.0,Artificial Light,1.0,1,2,5,1,Senior,0.8928571428571429,1,10.0,1,2,10,4.0
Foggy,Rural Road,Morning,1.0012531328320802,60.0,5.0,0.0,Low,Icy,Truck,32.0,31.0,No Light,0.0,0,1,3,3,Adult,0.96875,1,5.0062656641604,1,2,3,2.0025062656641603
Clear,Highway,Afternoon,0.0,80.0,5.0,0.0,Low,Dry,Car,22.0,14.0,Daylight,0.0,1,2,1,1,Young,0.6363636363636364,3,0.0,2,3,2,0.0
Snowy,Highway,Afternoon,2.0,80.0,1.0,0.0,Low,Dry,Car,54.0,54.0,Artificial Light,0.0,1,2,5,1,Senior,1.0,1,2.0,2,3,10,6.0
Clear,City Road,Night,1.0012531328320802,50.0,2.0,0.0,Low,Icy,Car,38.0,38.0,Artificial Light,0.0,3,4,1,1,Middle_Age,1.0,1,2.0025062656641603,1,2,4,2.0025062656641603
Clear,Rural Road,Morning,2.0,50.0,2.0,0.0,Low,Icy,Car,24.0,24.0,Daylight,0.0,0,1,1,1,Young,1.0,3,4.0,1,2,1,4.0
Snowy,City Road,Evening,0.0,60.0,5.0,0.0,Moderate,Dry,Car,23.0,19.0,Artificial Light,1.0,2,3,5,1,Young,0.8260869565217391,3,0.0,1,2,15,0.0
Clear,Highway,Night,2.0,30.0,2.0,1.0,Moderate,Dry,Car,60.0,55.0,Artificial Light,1.0,3,4,1,1,Senior,0.9166666666666666,1,4.0,1,3,4,6.0
Snowy,Highway,Afternoon,2.0,50.0,4.0,0.0,Low,Wet,Car,44.0,35.0,Daylight,0.0,1,2,5,2,Middle_Age,0.7954545454545454,1,8.0,1,3,10,6.0
Foggy,City Road,Afternoon,1.0,80.0,5.0,0.0,High,Wet,Car,37.0,34.0,Daylight,0.0,1,2,3,3,Middle_Age,0.918918918918919,1,5.0,2,2,6,2.0
Foggy,Mountain Road,Night,1.0,60.0,1.0,0.0,Moderate,Under Construction,Car,58.0,58.0,Daylight,0.0,3,4,3,3,Senior,1.0,1,1.0,1,4,12,4.0
Foggy,Highway,Morning,1.0,50.0,3.0,0.0,Low,Wet,Car,57.0,53.0,No Light,0.0,0,1,3,3,Senior,0.9298245614035088,1,3.0,1,3,3,3.0
Stormy,Highway,Evening,0.0,60.0,1.0,0.0,Low,Dry,Car,23.0,20.0,Artificial Light,1.0,2,3,4,3,Young,0.8695652173913043,3,0.0,1,3,12,0.0
Rainy,City Road,Afternoon,1.0,50.0,3.0,0.0,Low,Dry,Car,43.2593984962406,42.0,Daylight,0.0,1,2,2,1,Middle_Age,0.9708872859998262,1,3.0,1,2,4,2.0
Rainy,Highway,Night,1.0012531328320802,80.0,4.0,0.0,Moderate,Dry,Car,69.0,66.0,Artificial Light,0.0,3,4,2,1,Elderly,0.9565217391304348,3,4.005012531328321,2,3,8,3.0037593984962405
Rainy,Mountain Road,Afternoon,2.0,30.0,5.0,0.0,Low,Dry,Car,27.0,25.0,Artificial Light,0.0,1,2,2,1,Adult,0.9259259259259259,1,10.0,1,4,4,8.0
Clear,City Road,Afternoon,1.0,30.0,1.0,0.0,Low,Wet,Car,65.0,61.0,Artificial Light,0.0,1,2,1,1,Senior,0.9384615384615385,1,1.0,1,2,2,2.0
Rainy,Highway,Morning,1.0,30.0,3.0,0.0,Low,Dry,Motorcycle,69.0,64.0,Daylight,0.0,0,1,2,1,Elderly,0.927536231884058,3,3.0,1,3,2,3.0
Clear,Highway,Evening,2.0,50.0,3.0,0.0,Moderate,Dry,Car,54.0,47.0,No Light,0.0,2,3,1,1,Senior,0.8703703703703703,1,6.0,1,3,3,6.0
Snowy,City Road,Afternoon,0.0,60.0,4.0,0.0,High,Icy,Car,52.0,51.0,Daylight,0.0,1,2,5,1,Senior,0.9807692307692307,1,0.0,1,2,10,0.0
Snowy,Highway,Morning,1.0,80.0,4.0,1.0,Moderate,Dry,Car,33.0,27.0,Daylight,0.0,0,1,5,1,Adult,0.8181818181818182,1,4.0,2,3,5,3.0
Clear,Highway,Evening,1.0,80.0,3.0,0.0,Moderate,Wet,Motorcycle,48.0,42.0,Daylight,1.0,2,3,1,1,Middle_Age,0.875,1,3.0,2,3,3,3.0
Clear,Highway,Morning,2.0,60.0,5.0,0.0,Low,Wet,Motorcycle,42.0,39.0,Daylight,0.0,0,1,1,1,Middle_Age,0.9285714285714286,1,10.0,1,3,1,6.0
Rainy,City Road,Evening,1.0,80.0,3.0,0.0,High,Icy,Truck,27.0,20.0,Daylight,1.0,2,3,2,1,Adult,0.7407407407407407,1,3.0,2,2,6,2.0
Foggy,City Road,Afternoon,2.0,50.0,2.0,0.0,Moderate,Wet,Truck,55.0,47.0,Daylight,0.0,1,2,3,3,Senior,0.8545454545454545,1,4.0,1,2,6,4.0
Clear,City Road,Evening,0.0,100.0,3.0,1.0,Low,Dry,Truck,47.0,40.0,Daylight,1.0,2,3,1,1,Middle_Age,0.851063829787234,1,0.0,2,2,3,0.0
Clear,Highway,Evening,1.0,60.0,4.0,0.0,Moderate,Icy,Car,39.0,35.0,Daylight,1.0,2,3,1,1,Middle_Age,0.8974358974358975,1,4.0,1,3,3,3.0
Rainy,Mountain Road,Morning,1.0,60.0,3.0,0.0,Low,Dry,Car,59.0,51.0,Artificial Light,0.0,0,1,2,1,Senior,0.864406779661017,1,3.0,1,4,2,4.0
Rainy,Highway,Evening,0.0,120.0,2.0,0.0,Low,Dry,Truck,43.2593984962406,33.0,Artificial Light,0.0,2,3,2,1,Middle_Age,0.7628400104284349,1,0.0,3,3,6,0.0
Foggy,City Road,Evening,0.0,80.0,3.0,0.0,Moderate,Under Construction,Motorcycle,22.0,18.0,Daylight,0.0,2,3,3,3,Young,0.8181818181818182,3,0.0,2,2,9,0.0
Clear,Highway,Afternoon,1.0,206.0,11.0,0.0,Low,Icy,Car,39.0,35.0,Artificial Light,0.0,1,2,1,1,Middle_Age,0.8974358974358975,1,11.0,3,3,2,3.0
Clear,City Road,Afternoon,0.0,60.0,3.0,0.0,Low,Dry,Truck,22.0,13.0,Daylight,1.0,1,2,1,1,Young,0.5909090909090909,3,0.0,1,2,2,0.0
Clear,Rural Road,Evening,2.0,60.0,3.0,0.0,Moderate,Dry,Car,20.0,38.9812030075188,Artificial Light,0.0,2,3,1,1,Young,1.94906015037594,3,6.0,1,2,3,4.0
Clear,Highway,Afternoon,1.0,50.0,4.0,0.0,Low,Dry,Car,52.0,48.0,Daylight,0.0,1,2,1,1,Senior,0.9230769230769231,1,4.0,1,3,2,3.0
Clear,Highway,Afternoon,1.0,80.0,5.0,0.0,Moderate,Dry,Car,38.0,35.0,Daylight,0.0,1,2,1,1,Middle_Age,0.9210526315789473,1,5.0,2,3,2,3.0
Rainy,Highway,Morning,1.0,50.0,3.0,1.0,Low,Under Construction,Motorcycle,27.0,22.0,Daylight,0.0,0,1,2,1,Adult,0.8148148148148148,1,3.0,1,3,2,3.0
Clear,Highway,Night,2.0,60.0,1.0,0.0,Moderate,Wet,Car,45.0,42.0,Daylight,0.0,3,4,1,1,Middle_Age,0.9333333333333333,1,2.0,1,3,4,6.0
Rainy,Highway,Night,2.0,80.0,3.0,0.0,Low,Dry,Car,41.0,33.0,Artificial Light,0.0,3,4,2,1,Middle_Age,0.8048780487804879,1,6.0,2,3,8,6.0
Clear,City Road,Afternoon,2.0,60.0,2.0,0.0,Low,Icy,Car,53.0,51.0,Artificial Light,0.0,1,2,1,1,Senior,0.9622641509433962,1,4.0,1,2,2,4.0
Rainy,Mountain Road,Evening,0.0,212.0,10.0,0.0,Low,Wet,Truck,27.0,27.0,Artificial Light,0.0,2,3,2,2,Adult,1.0,1,0.0,3,4,6,0.0
Clear,Highway,Evening,2.0,60.0,2.0,0.0,Moderate,Dry,Car,59.0,57.0,Daylight,1.0,2,3,1,1,Senior,0.9661016949152542,1,4.0,1,3,3,6.0
Rainy,Highway,Night,1.0,30.0,5.0,0.0,Low,Icy,Car,55.0,54.0,Daylight,0.0,3,4,2,1,Senior,0.9818181818181818,1,5.0,1,3,8,3.0
Snowy,Highway,Morning,2.0,100.0,2.0,0.0,Moderate,Wet,Car,26.0,17.0,Daylight,0.0,0,1,5,2,Adult,0.6538461538461539,1,4.0,2,3,5,6.0
Rainy,Highway,Afternoon,2.0,60.0,1.0,0.0,Low,Icy,Car,57.0,55.0,Artificial Light,0.0,1,2,2,1,Senior,0.9649122807017544,1,2.0,1,3,4,6.0
Clear,City Road,Afternoon,0.0,60.0,5.0,0.0,Moderate,Dry,Car,36.0,32.0,Artificial Light,0.0,1,2,1,1,Middle_Age,0.8888888888888888,1,0.0,1,2,2,0.0
Foggy,Highway,Night,1.0,60.0,1.0,0.0,Moderate,Icy,Car,60.0,52.0,No Light,1.0,3,4,3,3,Senior,0.8666666666666667,1,1.0,1,3,12,3.0
Snowy,Highway,Afternoon,2.0,30.0,1.0,0.0,Moderate,Dry,Truck,39.0,37.0,Artificial Light,1.0,1,2,5,1,Middle_Age,0.9487179487179487,1,2.0,1,3,10,6.0
Foggy,City Road,Night,1.0,80.0,4.0,0.0,Moderate,Dry,Car,24.0,22.0,Daylight,0.0,3,4,3,3,Young,0.9166666666666666,3,4.0,2,2,12,2.0
Clear,Mountain Road,Evening,1.0,30.0,5.0,0.0,Moderate,Icy,Car,19.0,38.9812030075188,Artificial Light,0.0,2,3,1,1,Young,2.051642263553621,3,5.0,1,4,3,4.0
Rainy,City Road,Morning,0.0,80.0,5.0,0.0,Moderate,Dry,Car,69.0,65.0,Daylight,0.0,0,1,2,1,Elderly,0.9420289855072463,3,0.0,2,2,2,0.0
Rainy,Highway,Night,1.0,30.0,4.0,1.0,Low,Icy,Car,54.0,51.0,No Light,0.0,3,4,2,1,Senior,0.9444444444444444,1,4.0,1,3,8,3.0
Rainy,City Road,Morning,2.0,50.0,4.0,0.0,Low,Dry,Car,58.0,58.0,Daylight,1.0,0,1,2,1,Senior,1.0,1,8.0,1,2,2,4.0
Stormy,City Road,Evening,1.0,100.0,4.0,0.0,Low,Under Construction,Car,66.0,65.0,Artificial Light,0.0,2,3,4,3,Elderly,0.9848484848484849,3,4.0,2,2,12,2.0
Clear,Highway,Afternoon,2.0,181.0,10.0,0.0,Moderate,Under Construction,Car,62.0,54.0,Artificial Light,0.0,1,2,1,1,Senior,0.8709677419354839,1,20.0,3,3,2,6.0
Foggy,City Road,Night,1.0,60.0,1.0,0.0,Low,Dry,Truck,32.0,26.0,Artificial Light,1.0,3,4,3,3,Adult,0.8125,1,1.0,1,2,12,2.0
Stormy,Rural Road,Afternoon,2.0,30.0,2.0,0.0,Moderate,Icy,Motorcycle,47.0,43.0,Daylight,0.0,1,2,4,3,Middle_Age,0.9148936170212766,1,4.0,1,2,8,4.0
Rainy,Rural Road,Evening,1.0,60.0,2.0,0.0,High,Dry,Car,20.0,18.0,Daylight,0.0,2,3,2,1,Young,0.9,3,2.0,1,2,6,2.0
Clear,City Road,Evening,0.0,50.0,1.0,0.0,Low,Dry,Car,32.0,31.0,Artificial Light,1.0,2,3,1,1,Adult,0.96875,1,0.0,1,2,3,0.0
Clear,Highway,Evening,1.0,80.0,2.0,0.0,Moderate,Under Construction,Car,24.0,21.0,No Light,0.0,2,3,1,1,Young,0.875,3,2.0,2,3,3,3.0
Rainy,Highway,Afternoon,1.0,60.0,4.0,0.0,Low,Dry,Car,51.0,44.0,Artificial Light,0.0,1,2,2,1,Senior,0.8627450980392157,1,4.0,1,3,4,3.0
Clear,Highway,Night,1.0,80.0,3.0,0.0,Low,Icy,Car,46.0,39.0,Daylight,0.0,3,4,1,1,Middle_Age,0.8478260869565217,1,3.0,2,3,4,3.0
Clear,Rural Road,Afternoon,1.0,50.0,3.0,1.0,Low,Icy,Car,43.2593984962406,30.0,Daylight,0.0,1,2,1,1,Middle_Age,0.6934909185713044,1,3.0,1,2,2,2.0
Rainy,Highway,Night,1.0,80.0,4.0,0.0,Low,Dry,Car,64.0,56.0,Daylight,1.0,3,4,2,1,Senior,0.875,1,4.0,2,3,8,3.0
Clear,Highway,Afternoon,1.0,60.0,4.0,0.0,Low,Wet,Car,33.0,24.0,Artificial Light,1.0,1,2,1,1,Adult,0.7272727272727273,1,4.0,1,3,2,3.0
